,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date
5675,Kiss my mask!!!,UgxzZXQ-BXsOjXyEZhx4AaABAg,http://www.youtube.com/channel/UCmpMoGg_kRpxwL0Ubb0vZXQ,RAJA GODAR THAPA,0,0,2021-01-13 07:59:43+00:00,IoZri9hq7z4,0,I Uber’d People And Let Them Keep The Car,2021-01-13
5676,Praise mr beast,UgyOEglWl_xoMUN5bs94AaABAg,http://www.youtube.com/channel/UCkAsQMXTcFcxdlUH0QRcwVQ,Gerardo Jr Zulla,0,0,2021-01-13 07:59:42+00:00,UlUcwJc5nBs,0,"Surprising My 8,000,000th Subscriber With 8,000,000 ___",2021-01-13
5677,who had this recommended after  5 years,UgwhOzWfjGuQZLmw_tt4AaABAg,http://www.youtube.com/channel/UCL7Pt6tjc_EZ4GjHgjtDTvQ,•Choco_ Fudge•,0,0,2021-01-13 07:59:18+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
5678,Lol this is the most famous restaurant i now,UgxikxnUeO7dRqH6hK14AaABAg,http://www.youtube.com/channel/UCSsf7GhYs-8wBqtHNv5aMyA,Lucy Star,0,1,2021-01-13 07:59:14+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
5679,Bruh,Ugz2_OHZ7CERZAlBU6p4AaABAg,http://www.youtube.com/channel/UC2VeTzaTe0RKggNB2keUWtQ,Kevin Giddens,0,0,2021-01-13 07:58:55+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5680,"Mr beast: We almost hit 15m 
Me: He now has 50m",Ugymn7tXNlJTiUYnMRl4AaABAg,http://www.youtube.com/channel/UCGhM7XYlwtLkAAbNsTWD8bQ,Simply Sadie,0,0,2021-01-13 07:58:51+00:00,qPBtTPJHS0Q,0,I Advertised Pewdiepie At The Super Bowl,2021-01-13
5681,1:51 I SHIP THEMM chandlerXGiraffe,UgxPFKmNjgXcLt3LWcp4AaABAg,http://www.youtube.com/channel/UCgkldkG5j9hfa2OfBC4lpUg,FATEEN Uzumaki,0,1,2021-01-13 07:58:41+00:00,bs0SWXbty18,0,"Spending $1,000,000 In 24 Hours",2021-01-13
5682,Before 6 years,Ugw7jvOfQXyynxpXPet4AaABAg,http://www.youtube.com/channel/UC_A-XnOiuXZDudQtgljl0HA,Chefraj Nuubrh,0,0,2021-01-13 07:58:38+00:00,cRPldarzw-M,0,1k Subs,2021-01-13
5683,Bro how much money does this guy even have.,UgyFIF1elmWjeVaWQlR4AaABAg,http://www.youtube.com/channel/UCtt7JtysXQSXDP-HTEcqaeQ,TheNotoriousStylebender 95,1,0,2021-01-13 07:58:37+00:00,6wsFjjhZPJI,1,"Last To Leave Revolving Door Wins $50,000",2021-01-13
5684,I thought blenders were dimensional travel devices...,UgwnA81sxpNPGsElhjZ4AaABAg,http://www.youtube.com/channel/UCOMP-FJNkCTarA4sJSZP_EA,ItsFestive,0,1,2021-01-13 07:58:28+00:00,984NGLLYDUg,0,"20,000 Magnets Vs A Car",2021-01-13
5685,Buy the Earth mr. beast😂,UgzGxKBwS1uWolMS77N4AaABAg,http://www.youtube.com/channel/UCnFtSbHdKSZcgqSwRAK4-3A,Sheroshie Resnera,0,0,2021-01-13 07:58:20+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5686,Liked😁,Ugyo7laebAJ-eWG7Lb54AaABAg,http://www.youtube.com/channel/UCQg0E7frI0V4-dwsGOpCnaw,Excel Digest,0,0,2021-01-13 07:58:16+00:00,dBxOYE2j55U,0,Make This Video The Most Liked Video On Youtube,2021-01-13
5687,"Jimmy: has  Maddy 
morgz: has only jill  bald martin and tamzin",Ugx3RUme-9zvkVVDdAh4AaABAg,http://www.youtube.com/channel/UC7CXvGv54_zyV-AWxUQlGXg,Evan Roldan,0,0,2021-01-13 07:58:14+00:00,i6OUv48w1bk,0,"Surprising My Girlfriend With 100,000 Roses For Valentines Day",2021-01-13
5688,2:58 CAN I HAVE ONE AVENGERS PS4 GAME,Ugzzbj1W4bs2dpI-oFt4AaABAg,http://www.youtube.com/channel/UC8m0KsqZizb5H7NWDpRbHcw,VigTalks Movies Production,0,0,2021-01-13 07:58:02+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5689,"I love how he says "" first aid, useless"" 
And then later ""so Chandler got poisoned"" oop",UgzlYD7ewpRcXrN-SwN4AaABAg,http://www.youtube.com/channel/UCoC0VIgpo-u7TsmcfJyK_WQ,Daisy's magical makeup,0,0,2021-01-13 07:57:55+00:00,d1010B3sKNQ,0,Surviving 24 Hours Straight In A Rain Forest,2021-01-13
5690,Wait what how did this get recommend 7 years after lol,UgwqQ26fGm5Hzv-l8I54AaABAg,http://www.youtube.com/channel/UCQUnndIoaxdXYWwHN-aTTRQ,[•Lonley Maddie•],0,0,2021-01-13 07:57:49+00:00,v1ELS84GQu8,0,If This Video Gets One Million Views.....,2021-01-13
5691,You beautiful creature keep doing YOU youre amazing Mr beast,Ugzl7kxyMUZK_JhsXTR4AaABAg,http://www.youtube.com/channel/UCnu9BliiqGrORAxGBwHDpnQ,Francis Connelly,0,0,2021-01-13 07:57:46+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5692,Where's My cookie,UgyzpQx8B6LCTvOYPnh4AaABAg,http://www.youtube.com/channel/UC0KDsVOossY8UqROC3WgP6g,KingDev,0,1,2021-01-13 07:57:32+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
5693,Your vids are so enjoyable😊,UgyRgJVvjYVppHfjKdd4AaABAg,http://www.youtube.com/channel/UCGB6kzLwWE40H6GmiY8Dt2g,Arts and craft with Ahmad,0,0,2021-01-13 07:57:15+00:00,NkE0AMGzpJY,0,"Last To Leave $800,000 Island Keeps It",2021-01-13
5694,how much money do u have?!?!?!?!?!?!?!?!,UgxYs8qOtgQPJqNSpGh4AaABAg,http://www.youtube.com/channel/UCv5vwn1K5hLvAol5q4BdTzw,Black_DR03,0,0,2021-01-13 07:57:15+00:00,GLoeAJUcz38,0,"Press This Button To Win $100,000!",2021-01-13
5695,What about walmart !!!!,UgwBSHLB8hqwTRzlYAZ4AaABAg,http://www.youtube.com/channel/UCfoxemotPx9dDy1am1keICQ,Yxshh,0,1,2021-01-13 07:57:06+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5696,"I think
-How much covid-19? :D",UgznIk-Ub_tmvwZNBSR4AaABAg,http://www.youtube.com/channel/UCYyBB48HsEkGCO4mYvv2uCw,Dark Executioner Tr,0,1,2021-01-13 07:57:06+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5697,This dude is gonna break the internet,UgzKJ1y2w7sTUmZaW6d4AaABAg,http://www.youtube.com/channel/UCJjmv2XPAt4LkU6GXOhymMg,Bobey HP,0,0,2021-01-13 07:56:40+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
5698,"yes bn?j m m m jn .8.8.8 .,.m,..mi..iii  .i.i",UgxmOkd182PDU1tFl1t4AaABAg,http://www.youtube.com/channel/UCXZ4DZWXnKr1k92bvO66fOw,King Marquez,0,0,2021-01-13 07:56:29+00:00,6wsFjjhZPJI,0,"Last To Leave Revolving Door Wins $50,000",2021-01-13
5699,You rock!,Ugy1VcLGRfGW-frxUOh4AaABAg,http://www.youtube.com/channel/UCrD8k_8jULyV5h31xFyJxQQ,Stuart Smith,0,0,2021-01-13 07:56:20+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5700,"Me(walks in a store)- I want to buy all your stock
Shopkeeper (packs everything)-there you go, the total is 85k
Me-Haha jokes on you i am here to rob you, thanks for packing up for me
Shopkeeper-.         -_-",UgzaozLcs3g3pKgySRZ4AaABAg,http://www.youtube.com/channel/UC_F-rmWqtdCWBgpF00HSCmQ,Sanraj singh,1,1,2021-01-13 07:56:17+00:00,5Fg9oZk-5uA,1,I Bought Everything In 5 Stores,2021-01-13
5701,i love cris,Ugw3dpGz55uSt_Qrzyd4AaABAg,http://www.youtube.com/channel/UCl0Enp6cS-fMfQdMYqVYT2A,KaYOZz,0,1,2021-01-13 07:56:08+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5702,Ugh!,UgyN84vUy1rx86hjClp4AaABAg,http://www.youtube.com/channel/UCaxsSUnP0r06fem0jco7MhQ,Dione Louise A,0,0,2021-01-13 07:56:05+00:00,GLoeAJUcz38,0,"Press This Button To Win $100,000!",2021-01-13
5703,Feeling lonely.......?,Ugw-e12sJe-mX78zNjt4AaABAg,http://www.youtube.com/channel/UCtWNL1JYCpER2XYH0EILzYw,Lonely Burger,0,0,2021-01-13 07:55:35+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5704,YUBI YUBI,UgzFiQLN0CJQpI2mQ5F4AaABAg,http://www.youtube.com/channel/UCCk9HSb7ZgNxZqxJpjCe4ZQ,Alcid,0,1,2021-01-13 07:55:24+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
5705,Feeling lonely...................??????????,Ugxptlucbq7sY_327Pp4AaABAg,http://www.youtube.com/channel/UCtWNL1JYCpER2XYH0EILzYw,Lonely Burger,0,0,2021-01-13 07:55:17+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5706,u didnt include spongebob's animator in the people that died :(,Ugx98ImmSsB-ZTzw25N4AaABAg,http://www.youtube.com/channel/UC3mR5Z7dU85NEjhV6UXsrtA,GodsonGamerGr 2018,1,0,2021-01-13 07:55:17+00:00,PKtnafFtfEo,1,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
5707,Feeling lonely...................??????????,UgzGO9yx7KyOMo7e7wp4AaABAg,http://www.youtube.com/channel/UCtWNL1JYCpER2XYH0EILzYw,Lonely Burger,0,0,2021-01-13 07:55:09+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5708,Feeling lonely...................??????????,UgzwvzeCn7r3WJXxINB4AaABAg,http://www.youtube.com/channel/UCtWNL1JYCpER2XYH0EILzYw,Lonely Burger,0,0,2021-01-13 07:55:03+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5709,Hi mr beast,UgzLYFSMG4OR6y8sei94AaABAg,http://www.youtube.com/channel/UCR3KHAeaTfOrWUakPqxpjDA,CarLeb Beatbox,0,0,2021-01-13 07:54:54+00:00,IYVjOfoU3uI,0,I Gave My Credit Card To Random People,2021-01-13
5710,Logan paul I gotta say.. he looks better with beard. He learned from pewdiepie,UgwpUVGarbM4fifUSe14AaABAg,http://www.youtube.com/channel/UCLXv7fCRn-FaDdX7FUm35Tw,Karen Lucinda,0,0,2021-01-13 07:54:52+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
5711,Jimmy is the earth Jesus 😤,UgwjpJKqHi2WzBYIYu14AaABAg,http://www.youtube.com/channel/UCHlK3mLzOVoDzoGY9VcxbJQ,Kooky Play,0,0,2021-01-13 07:54:52+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5712,Feeling lonely....???,UgwtyzgoQL8UC515gb94AaABAg,http://www.youtube.com/channel/UCtWNL1JYCpER2XYH0EILzYw,Lonely Burger,0,0,2021-01-13 07:54:41+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5713,t seires have won,Ugx1zFMo_tkviN3ddYp4AaABAg,http://www.youtube.com/channel/UCJZx1-HqRz7mXvvcdMFROMA,Arnashj,0,0,2021-01-13 07:54:27+00:00,mGIpOtncmSM,0,"Saying Pewdiepie 100,000 Times",2021-01-13
5714,I’m in 2021 anyone else,UgyuXQZ_HR6Ad5mntT94AaABAg,http://www.youtube.com/channel/UCaTU8CFM_FlehaWhfKehwIA,Sam Pinson,0,0,2021-01-13 07:54:27+00:00,Gz3yak1cl-8,0,"Last To Leave Circle Wins $10,000 - Challenge",2021-01-13
5715,"The only moment i was dissapointed...






Tiktokers and when it ended",Ugwyp444kfJ4cwgnPVJ4AaABAg,http://www.youtube.com/channel/UCOudktDfGxK6H4yDXMlzC7A,just me,0,0,2021-01-13 07:54:14+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
5716,"I love how “your stupid” topped it all, but look at all the other comments 😂😂",Ugy93R_IAqY0F-Y-lxN4AaABAg,http://www.youtube.com/channel/UCm5A9Q8y37IdTLrK_zSG01g,Jessica Morcos,0,5,2021-01-13 07:54:06+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
5717,Feeling lonely.......???????,UgyrklQHWzWY3RWWWDl4AaABAg,http://www.youtube.com/channel/UCtWNL1JYCpER2XYH0EILzYw,Lonely Burger,0,0,2021-01-13 07:54:03+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5718,XD,Ugys0yuUyMisOy2PdSx4AaABAg,http://www.youtube.com/channel/UCJYyBgJT0rAy800UmyKpyLg,Hotdog GUY,0,0,2021-01-13 07:54:01+00:00,LeYsRMZFUq0,0,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",2021-01-13
5719,Used car. Done lol,UgwB3dB6sKx6c5vKsE14AaABAg,http://www.youtube.com/channel/UCuREZAhBvnRuS0T6SqQxDOw,Jeanene Ramirez,0,0,2021-01-13 07:53:45+00:00,1SwVSTKFCsc,0,"Spending $40,000 In One Hour Challenge",2021-01-13
5720,56K dollors,UgzSJMpmvQBx8QvAUjZ4AaABAg,http://www.youtube.com/channel/UCIRTYIhTSrA5IhOcFZRPUoQ,FaZe Acid,0,0,2021-01-13 07:53:36+00:00,YSoJPA8-oHc,0,If You Click This Video I'll Give My Friend .001$,2021-01-13
5721,Money pulls Money!!!! Hence proved.,UgxOJCHThGNCHVrTsRZ4AaABAg,http://www.youtube.com/channel/UCr_2pVl-BcFbv1gvU_OKRjQ,Apex Predator,0,0,2021-01-13 07:53:35+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5722,"MrBeast ‘And as you can see the entire Game Stop is empty’
Us ‘Wow that flooring could do with some work.’",UgyQrOtv-PnGKA1G6uN4AaABAg,http://www.youtube.com/channel/UCtOzl2xrLZgCj7C2n8ERtdg,Strawberry Jam,0,0,2021-01-13 07:53:35+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5723,I love you mrbeast,UgyOSYwYEvEeHmIiSRV4AaABAg,http://www.youtube.com/channel/UCesTxBmZaGiZv2-dyH9N2SQ,ugonna damian,0,0,2021-01-13 07:53:33+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
5724,Who is here after 50.7M lel😅,UgztcU-TjaS8KJrvmVJ4AaABAg,http://www.youtube.com/channel/UC-vX0a7_itTFdA-4RbddjJA,SWAT INNU,0,1,2021-01-13 07:53:19+00:00,cRPldarzw-M,0,1k Subs,2021-01-13
5725,I'd try hard lol,UgzbrxcUPI9IEvplfu94AaABAg,http://www.youtube.com/channel/UCuREZAhBvnRuS0T6SqQxDOw,Jeanene Ramirez,0,0,2021-01-13 07:53:12+00:00,1SwVSTKFCsc,0,"Spending $40,000 In One Hour Challenge",2021-01-13
5726,Wut is area 51?,Ugz71mUO7ZzAWXBtDNh4AaABAg,http://www.youtube.com/channel/UCyoqmFEXwgwtzfuDkne2RXw,Carl Andrei A. Corate,2,0,2021-01-13 07:53:05+00:00,TOcGSwJBPMQ,2,I Spent 24 Hours Straight At Area 51,2021-01-13
5727,T-series wont sTooop,Ugx_lIWsEW0yIrrXlSZ4AaABAg,http://www.youtube.com/channel/UCHLy7iDJiZJ33LUJP-OI4VQ,shifa sherin,0,0,2021-01-13 07:53:02+00:00,mGIpOtncmSM,0,"Saying Pewdiepie 100,000 Times",2021-01-13
5728,What if maddy alergic to roses,UgwaRJPmJ2kSTizyLI54AaABAg,http://www.youtube.com/channel/UCaFOGorGD7BNoEbgVrPC5Kg,Athaillah Abhipraya,0,0,2021-01-13 07:53:01+00:00,i6OUv48w1bk,0,"Surprising My Girlfriend With 100,000 Roses For Valentines Day",2021-01-13
5729,that's a lot of work,Ugzs9xZLtOQyV7skhWt4AaABAg,http://www.youtube.com/channel/UCUHcUxyxhY54_NDJuRPNTKw,GAMER FOREVER,0,0,2021-01-13 07:52:33+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5730,ok,Ugyduovj3l16wacDrfZ4AaABAg,http://www.youtube.com/channel/UCQa4q2CCvIBIZQIj9TLdA6w,Roger,0,0,2021-01-13 07:52:30+00:00,hD_Af6W2qug,0,Dear Razer Can I Have My 70$ Back?????,2021-01-13
5731,Anyone here in 2021? Or just me!,UgxazQQ9-3acvx5N5Ad4AaABAg,http://www.youtube.com/channel/UCHLEylnEhPXjmvHvOHvwyPQ,Sony Rajput,0,1,2021-01-13 07:52:26+00:00,dBxOYE2j55U,0,Make This Video The Most Liked Video On Youtube,2021-01-13
5732,💙,UgyB5KYw-2Zh4sknfoJ4AaABAg,http://www.youtube.com/channel/UC3lD8QE0FK_-GL9WldSTqGQ,Erika Salaga,0,0,2021-01-13 07:52:18+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5733,Kobe...,Ugzn9Zaqvli2kMASzLl4AaABAg,http://www.youtube.com/channel/UCaZQefKV-nvU5MigYHRw2og,Ma. Corazon Mabanag,0,0,2021-01-13 07:52:11+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
5734,When it’s recommended after two years,UgwDU5Mj_0pzwBzanDl4AaABAg,http://www.youtube.com/channel/UCGy03mPVv4osE1IlW1laESA,Ashraf Sabbah,0,0,2021-01-13 07:52:04+00:00,MC5h-ShR-S8,0,"We Drove 3,000 Miles For The World's Best Burger",2021-01-13
5735,No beard than the mrbeast now,UgxTPHtG5RXCgZV2XG54AaABAg,http://www.youtube.com/channel/UCyCTw7xs91TliQDGtWLVZ4w,AZAM FIKRI BIN NURAZMALLAIL Moe,0,0,2021-01-13 07:52:02+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
5736,Feedback feedback,Ugy5EbaE2pOK2G6B3Zd4AaABAg,http://www.youtube.com/channel/UCHLy7iDJiZJ33LUJP-OI4VQ,shifa sherin,0,0,2021-01-13 07:52:00+00:00,mGIpOtncmSM,0,"Saying Pewdiepie 100,000 Times",2021-01-13
5737,Where are these kind of guys in my country?,UgzitEnMmNj8GrWX-uV4AaABAg,http://www.youtube.com/channel/UC5ROrzvqSNmAcud6rwtCxJw,Shivram Hari,0,0,2021-01-13 07:51:48+00:00,LeYsRMZFUq0,0,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",2021-01-13
5738,Eating a gold is that even good to our body,Ugwh_BlIq6wzG6jT4894AaABAg,http://www.youtube.com/channel/UCQiqezBFdrnZ7BKnFRrpo6g,Yucci Harder,0,0,2021-01-13 07:51:40+00:00,F4Y3Pkn95GI,0,"I Ate A $70,000 Golden Pizza",2021-01-13
5739,Oooohhh I love swaggy and lady...I love them all,UgzV557ugKFY1BbjpdJ4AaABAg,http://www.youtube.com/channel/UCy3sR5AczodM_rrqTdY47Ew,R.G. nonetheless,0,0,2021-01-13 07:51:29+00:00,YQDDm9HLkV4,0,I Adopted EVERY Dog In A Dog Shelter,2021-01-13
5740,50 million mission failed succesfuly,Ugz0_BEmN6KhfppDLIN4AaABAg,http://www.youtube.com/channel/UCCvhWTX5w6wDo4fr3VL7Cjw,Tryhard jstar,0,1,2021-01-13 07:51:24+00:00,AKJfakEsgy0,0,Hi Me In 5 Years,2021-01-13
5741,LEGENDS ARE WATCHIMG IN 2021,Ugx65q0ysxR0C_Vr1Ix4AaABAg,http://www.youtube.com/channel/UC_xoEFGSEOROO9bgpxGawXA,BŁÂŽĘ FF,0,1,2021-01-13 07:51:19+00:00,cRPldarzw-M,0,1k Subs,2021-01-13
5742,"The victorious ostrich contextually concern because tile microscopically use outside a lush alcohol. tan, gainful vegetarian",UgyJQp3iopUW5vYpvyp4AaABAg,http://www.youtube.com/channel/UCo3ZGZawGSnqQ-Fo7zV7uHQ,IceWitDaHype,0,0,2021-01-13 07:51:17+00:00,UE5AHE2Ypr8,0,"I Gave My 40,000,000th Subscriber 40 Cars",2021-01-13
5743,WHY YOU REMIND ME OF KOBE DYING ;-;,UgwLTdNFBCWEdbUrpMp4AaABAg,http://www.youtube.com/channel/UC4loi80kevYpIwI64QIh4bg,Suprised Pikachu,0,0,2021-01-13 07:50:57+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
5744,Letraly no ond r indian,Ugxn3wfFJgJENdD2s0p4AaABAg,http://www.youtube.com/channel/UCthqyNouoDRcWRAEkg2X_tQ,shinchan in hindi,0,1,2021-01-13 07:50:54+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5745,Jimmy when he sees that he is bleeding: oh... I'm bleeding,UgwQs8Lv1vFPhDWkVEZ4AaABAg,http://www.youtube.com/channel/UCkFDhVXrLoQ3xVG-33ntFVw,シFukiko-Chan,0,0,2021-01-13 07:50:51+00:00,8D3vI1615K4,0,Fidget Spinner Vs Face (Legit Had To Get Stitches),2021-01-13
5746,Wow you superhero,UgxU9Twmd6qMCSerpqB4AaABAg,http://www.youtube.com/channel/UClYF0z52_RiaQLn0L-irt9w,Purple Yo,0,0,2021-01-13 07:50:49+00:00,op0N7axawJA,0,"I Gave $20,000 To Random Homeless People",2021-01-13
5747,What? The price was really low actually,UgwGz4qpp_m7Vjr2FLh4AaABAg,http://www.youtube.com/channel/UCV8aNVpMr5iGYORoqUq8Qqw,William K,0,0,2021-01-13 07:50:41+00:00,FbM1yi4mMMc,0,I Bought A Private Island,2021-01-13
5748,Finally hes at 50M😂,Ugzut6aqeLrfzJR1Gzh4AaABAg,http://www.youtube.com/channel/UCntujzH70mPsZgrOI_wZ7fg,JOPHI,0,0,2021-01-13 07:50:37+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5749,I wish my family had a car,UgxZ4Dj5ZYFYvZ3GFtN4AaABAg,http://www.youtube.com/channel/UC5cWu7FBwKNUHtp-Q_Ya6QA,8ballpool Player,0,1,2021-01-13 07:50:34+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5750,Poootapa poootapa,UgwwXTwstb_QRlVbF394AaABAg,http://www.youtube.com/channel/UCHLy7iDJiZJ33LUJP-OI4VQ,shifa sherin,0,0,2021-01-13 07:50:33+00:00,mGIpOtncmSM,0,"Saying Pewdiepie 100,000 Times",2021-01-13
5751,Nolan touched the bottwm one at stage 6,Ugy383RphQMjZ-wCfIt4AaABAg,http://www.youtube.com/channel/UCv-C5f-5yfU7JJ9pCbBu12Q,Czapa.,0,0,2021-01-13 07:50:31+00:00,Dc2ZRmuH5OM,0,"Steal This $100,000 Diamond, You Keep It",2021-01-13
5752,Mr beast plss give my family a house we dont have a house im from philippines,UgwWlR1ucD-CsY4r0il4AaABAg,http://www.youtube.com/channel/UCcG6u5nrW-jEVwJmLpIPn0g,Rjay Oplado,0,0,2021-01-13 07:50:16+00:00,vp5sSqyZ5Go,0,I Filled My Brother’s House With Slime & Bought Him A New One,2021-01-13
5753,Man can buy 10 millions of them now,UgytBTxmyd5a5XtHj1h4AaABAg,http://www.youtube.com/channel/UCNWzPIrMgK1LUx7IqZ90A1g,CarBloxHD,0,0,2021-01-13 07:50:14+00:00,hD_Af6W2qug,0,Dear Razer Can I Have My 70$ Back?????,2021-01-13
5754,I love  you mr beast  very mach,UgznJRcm5pTRNN91T1J4AaABAg,http://www.youtube.com/channel/UCMsxa4JYKAsUqfb4OJQjVWA,ha2life #life2,0,0,2021-01-13 07:49:52+00:00,NbaWrbJDr48,0,"Last To Leave Toilet Wins $1,000,000 (Part 3)",2021-01-13
5755,"“Sorry To Our International Fans”

Cries In Filipino While Eating Pandesal",Ugw2iw_b64_dZ0gq_G94AaABAg,http://www.youtube.com/channel/UCLwclvJe3-KXEifKUwyV4CA,FlarePlayz,0,0,2021-01-13 07:49:34+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
5756,Robux....,Ugz-Jizpnd4fqDoaWG94AaABAg,http://www.youtube.com/channel/UCiab_O27pebrnXbeM0cSxxA,LimeyLemon Xx,0,0,2021-01-13 07:49:24+00:00,X1jMMFOqxEw,0,"$50,000 Game Of Extreme Hide And Seek - Challenge",2021-01-13
5757,This is when the legend started...huh?,Ugzrd1ow2hbYWVIEt794AaABAg,http://www.youtube.com/channel/UCNjTL9dDtRRGJ-OVLgOgfBQ,Cpyxl,0,0,2021-01-13 07:49:09+00:00,2XVcLrB7B3Y,0,Worst Minecraft Saw Trap Ever???,2021-01-13
5758,BALD GANG,UgxwzXLLi0KfikU0fN14AaABAg,http://www.youtube.com/channel/UCLWZuUK1uHiYyIqK1DTS_HA,boi boi,0,0,2021-01-13 07:49:06+00:00,D9lVNzyhYnc,0,Surviving 24 Hours Straight In The Bermuda Triangle,2021-01-13
5759,Im pretty sure Mr.Beast could run for president and win,UgyOaL75bv_xOZ7QyZl4AaABAg,http://www.youtube.com/channel/UC3GVRg_eUIlAGOlv8QMBFUw,KingInTheNorth,0,0,2021-01-13 07:49:04+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5760,Who got this in their recommendations 5 years later?,Ugyr2uxvoIfFBZCxmdZ4AaABAg,http://www.youtube.com/channel/UCu88Nr1IpKKA8oFBHur6Y1Q,WilsonMark15,0,1,2021-01-13 07:49:03+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
5761,Chandler can’t even last as long as his contestant,UgxSYWglPQnosT-Y5wx4AaABAg,http://www.youtube.com/channel/UCymUONLuvbcdseRn5UFjJ9w,Garrett 93,0,1,2021-01-13 07:48:58+00:00,tQ4m4zD7BBA,0,"Last To Fall Wins $1,000,000 (Part 1)",2021-01-13
5762,shop Mr beast cannot deliver her shirts to pakistan why?,UgxyX1crklFXuqhitLl4AaABAg,http://www.youtube.com/channel/UC_71MxtZZrdALbz5xgEOS6Q,sulaman fitness,0,0,2021-01-13 07:48:51+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
5763,I wish i was there,UgyT0BnMLTkcu7GsYrp4AaABAg,http://www.youtube.com/channel/UCR3KHAeaTfOrWUakPqxpjDA,CarLeb Beatbox,0,0,2021-01-13 07:48:49+00:00,n6qc4LHN2KQ,0,I Opened The World's First FREE Store,2021-01-13
5764,When you realize MrBeast does more than the government,UgyhdAh6WWjE-ofq0ER4AaABAg,http://www.youtube.com/channel/UC3s96wWb056iVxzI21cHbRQ,Ishan,8,414,2021-01-13 07:48:43+00:00,5Fg9oZk-5uA,8,I Bought Everything In 5 Stores,2021-01-13
5765,"The difficult instrument excitingly coach because passbook accordantly clap despite a tight albatross. obtainable, nonstop store",UgwHhMepnpEdRPQDlEt4AaABAg,http://www.youtube.com/channel/UCo3ZGZawGSnqQ-Fo7zV7uHQ,IceWitDaHype,0,0,2021-01-13 07:48:42+00:00,Ooke4YZv8Ts,0,Surviving 24 Hours Straight In A Desert,2021-01-13
